web-scraper-order,web-scraper-start-url,link,link-href,title,author,description,genres,isbn,location,cover,date
"1613084259-3321","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Codebreakers: The Comprehensive History of Secret Communication from Ancient Times to the Internet","https://www.goodreads.com/book/show/29608.The_Codebreakers","The Codebreakers: The Comprehensive History of Secret Communication from Ancient Times to the Internet","David Kahn","null","Computer Science","0684831309
                      (ISBN13: 9780684831305)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492339589l/29608._SY475_.jpg","(first published January 1st 1963)"
"1613084008-3027","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Marissa Mayer and the Fight to Save Yahoo!","https://www.goodreads.com/book/show/22608584-marissa-mayer-and-the-fight-to-save-yahoo","Marissa Mayer and the Fight to Save Yahoo!","Nicholas Carlson","null","Technology","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409613156l/22608584.jpg","null"
"1613083958-2958","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dogfight: How Apple and Google Went to War and Started a Revolution","https://www.goodreads.com/book/show/17332226-dogfight","Dogfight: How Apple and Google Went to War and Started a Revolution","Fred Vogelstein","null","Business","0374109206
                      (ISBN13: 9780374109202)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368362829l/17332226.jpg","(first published 2013)"
"1613084232-3279","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything","https://www.goodreads.com/book/show/56825.Insanely_Great","Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything","Steven Levy","null","Apple","0140291776
                      (ISBN13: 9780140291773)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924623l/56825.jpg","(first published July 5th 1993)"
"1613083853-2813","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","https://www.goodreads.com/book/show/1403028.The_Difference_Engine_","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","Doron Swade","null","Technology","0670910201
                      (ISBN13: 9780670910205)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428140069l/1403028.jpg","(first published April 13th 2000)"
"1613084036-3079","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","https://www.goodreads.com/book/show/6326920-the-accidental-billionaires","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","Ben Mezrich","null","Entrepreneurship","0385529376
                      (ISBN13: 9780385529372)","Harvard University, Cambridge, Massachusetts","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527444l/6326920.jpg","(first published January 1st 2009)"
"1613083966-2978","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead","https://www.goodreads.com/book/show/22875447-work-rules","Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead","Laszlo Bock","null","Audiobook","1455554790
                      (ISBN13: 9781455554799)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420790922l/22875447.jpg","(first published January 1st 2015)"
"1613083589-2540","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","https://www.goodreads.com/book/show/211099.Losing_My_Virginity","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Richard Branson","null","Business","0812932293
                      (ISBN13: 9780812932294)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388216295l/211099.jpg","(first published 1998)"
"1613084023-3054","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Inside Steve's Brain","https://www.goodreads.com/book/show/2363692.Inside_Steve_s_Brain","Inside Steve's Brain","Leander Kahney","null","Business","1591841984
                      (ISBN13: 9781591841982)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440892053l/2363692._SX318_.jpg","(first published January 1st 2008)"
"1613083640-2598","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Haunted Empire: Apple After Steve Jobs","https://www.goodreads.com/book/show/18669497-haunted-empire","Haunted Empire: Apple After Steve Jobs","Yukari Iwatani Kane","null","History","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391414801l/18669497.jpg","(first published March 1st 2014)"
"1613083929-2907","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","https://www.goodreads.com/book/show/40492.Revolution_in_The_Valley","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","Andy Hertzfeld","null","History","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388288490l/40492.jpg","(first published December 6th 2004)"
"1613083938-2924","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Hard Drive: Bill Gates and the Making of the Microsoft Empire","https://www.goodreads.com/book/show/41611.Hard_Drive","Hard Drive: Bill Gates and the Making of the Microsoft Empire","James Wallace","null","Nonfiction","0887306292
                      (ISBN13: 9780887306297)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440431674l/41611._SY475_.jpg","(first published January 1st 1992)"
"1613083756-2718","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Big Switch: Rewiring the World, from Edison to Google","https://www.goodreads.com/book/show/16241165-the-big-switch","The Big Switch: Rewiring the World, from Edison to Google","Nicholas Carr","null","Nonfiction","039334522X
                      (ISBN13: 9780393345223)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367516473l/16241165.jpg","(first published January 17th 2008)"
"1613084135-3199","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Google Speaks","https://www.goodreads.com/book/show/5705284-google-speaks","Google Speaks","Janet Lowe","null","Management","047039854X
                      (ISBN13: 9780470398548)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348883110l/5705284.jpg","(first published April 22nd 2009)"
"1613084127-3194","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Show Stopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft","https://www.goodreads.com/book/show/1416925.Show_Stopper_","Show Stopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft","G. Pascal Zachary","null","Coding","0029356717
                      (ISBN13: 9780029356715)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369390l/1416925._SY475_.jpg","null"
"1613084338-3448","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Second Coming of Steve Jobs","https://www.goodreads.com/book/show/56545.The_Second_Coming_of_Steve_Jobs","The Second Coming of Steve Jobs","Alan Deutschman","null","Science","0767904338
                      (ISBN13: 9780767904339)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388365742l/56545.jpg","(first published 2000)"
"1613084338-3456","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Second Coming of Steve Jobs","https://www.goodreads.com/book/show/56545.The_Second_Coming_of_Steve_Jobs","The Second Coming of Steve Jobs","Alan Deutschman","null","Autobiography","0767904338
                      (ISBN13: 9780767904339)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388365742l/56545.jpg","(first published 2000)"
"1613084319-3425","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The New New Thing: A Silicon Valley Story","https://www.goodreads.com/book/show/10658.The_New_New_Thing","The New New Thing: A Silicon Valley Story","Michael   Lewis","null","Entrepreneurship","0140296468
                      (ISBN13: 9780140296464)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442523392l/10658._SY475_.jpg","(first published 1999)"
"1613083613-2572","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","https://www.goodreads.com/book/show/7638558-fatal-system-error","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","Joseph Menn","null","History","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442101084l/7638558._SY475_.jpg","(first published 2010)"
"1613083663-2626","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Circle","https://www.goodreads.com/book/show/18302455-the-circle","The Circle","Dave Eggers","null","Adult Fiction","0385351399
                      (ISBN13: 9780385351393)","California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376419833l/18302455.jpg","null"
"1613083975-2992","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Groundswell: Winning in a World Transformed by Social Technologies","https://www.goodreads.com/book/show/2896061-groundswell","Groundswell: Winning in a World Transformed by Social Technologies","Charlene Li","null","Web","1422125009
                      (ISBN13: 9781422125007)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815608l/2896061._SY475_.jpg","(first published January 1st 2008)"
"1613083865-2827","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Direct From Dell: Strategies That Revolutionized an Industry","https://www.goodreads.com/book/show/10416227-direct-from-dell","Direct From Dell: Strategies That Revolutionized an Industry","Michael Dell","null","Biography","B003WJRDY2","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429385800l/10416227.jpg","(first published February 17th 1999)"
"1613083975-2981","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Groundswell: Winning in a World Transformed by Social Technologies","https://www.goodreads.com/book/show/2896061-groundswell","Groundswell: Winning in a World Transformed by Social Technologies","Charlene Li","null","Social Science","1422125009
                      (ISBN13: 9781422125007)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815608l/2896061._SY475_.jpg","(first published January 1st 2008)"
"1613084016-3043","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","I'm Feeling Lucky: The Confessions of Google Employee Number 59","https://www.goodreads.com/book/show/9871673-i-m-feeling-lucky","I'm Feeling Lucky: The Confessions of Google Employee Number 59","Douglas Edwards","null","Autobiography","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438696440l/9871673._SY475_.jpg","(first published January 1st 2011)"
"1613083900-2873","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","https://www.goodreads.com/book/show/18213403-no-place-to-hide","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","Glenn Greenwald","null","Nonfiction","162779073X
                      (ISBN13: 9781627790734)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383352779l/18213403.jpg","null"
"1613083613-2564","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","https://www.goodreads.com/book/show/7638558-fatal-system-error","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","Joseph Menn","null","Crime","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442101084l/7638558._SY475_.jpg","(first published 2010)"
